Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,complete_name,complete_model,Lddt_score,Lddt_rank,Groups_new
Das,1,16.356,18,20.956,19,0.78,17,0.929,8,0.0,1,0.729,17,2.06,18,16.821,3,0.252,11,0.0,1,0.001805,0,PZ26tBox,PZ26tBox_Das_1,PZ26tBox_Das_1,0.5797821377988837,3,Others
Das,10,16.291,17,20.516,15,0.794,11,0.951,2,0.0,1,0.738,13,3.09,25,15.028,1,0.22,27,0.0,1,0.001608,0,PZ26tBox,PZ26tBox_Das_10,PZ26tBox_Das_10,0.5726916485164423,7,Others
FARFAR2,2,16.286,15,21.309,21,0.764,29,0.88,39,0.0,1,0.729,17,2.58,21,18.549,13,0.234,15,0.0,1,0.001593,0,PZ26tBox,PZ26tBox_FARFAR2_2,PZ26tBox_FARFAR2_2,0.5594360338486807,21,Others
FARFAR2,1,16.452,20,22.102,33,0.744,43,0.88,39,0.0,1,0.71,35,3.61,32,18.51,11,0.197,53,0.0,1,0.002141,0,PZ26tBox,PZ26tBox_FARFAR2_1,PZ26tBox_FARFAR2_1,0.5657886123707169,10,Others
FARFAR2,3,2.531,15,2.942,15,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,16.068,27,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_3,PZ26tRNA_FARFAR2_3,0.8402237468760315,12,Others
FARFAR2,9,2.533,17,2.944,17,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,15.745,14,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_9,PZ26tRNA_FARFAR2_9,0.838682982034234,28,Others
Das,6,2.544,18,2.957,19,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.748,15,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_6,PZ26tRNA_Das_6,0.8407778092139387,9,Others
FARFAR2,4,2.544,18,2.957,19,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.748,15,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_4,PZ26tRNA_FARFAR2_4,0.8407778092139387,9,Others
TFN,6,2.556,20,2.971,22,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,16.091,29,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_TFN_6,PZ26tRNA_TFN_6,0.8403392747677654,11,Others
Das,9,2.571,21,2.961,21,0.868,22,1.0,1,0.894,14,0.809,22,1.33,20,15.669,4,0.653,38,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_9,PZ26tRNA_Das_9,0.8296105059650115,35,Others
TFN,9,2.619,25,3.071,27,0.853,48,1.0,1,0.894,14,0.788,48,1.33,20,16.006,23,0.659,30,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_TFN_9,PZ26tRNA_TFN_9,0.8399809025321827,17,Others
Das,8,2.618,23,3.044,23,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.73,10,0.659,30,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_8,PZ26tRNA_Das_8,0.8401152921205263,15,Others
FARFAR2,7,2.618,23,3.044,23,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.73,10,0.659,30,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_7,PZ26tRNA_FARFAR2_7,0.8401152921205263,15,Others
Das,4,2.622,26,3.048,25,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,16.012,24,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_4,PZ26tRNA_Das_4,0.839444523034847,23,Others
FARFAR2,2,2.622,26,3.048,25,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,16.012,24,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_2,PZ26tRNA_FARFAR2_2,0.839444523034847,23,Others
Das,7,2.659,28,3.091,28,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,15.695,6,0.657,33,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_7,PZ26tRNA_Das_7,0.839596595463762,20,Others
FARFAR2,6,2.659,28,3.091,28,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,15.695,6,0.657,33,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_6,PZ26tRNA_FARFAR2_6,0.839596595463762,20,Others
Bujnicki,1,2.611,22,2.898,11,0.901,5,1.0,1,1.0,1,0.853,6,0.0,1,18.968,34,0.666,6,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Bujnicki_1,PZ26tRNA_Bujnicki_1,0.856431838543877,2,Others
Das,5,2.531,15,2.942,15,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,16.068,27,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_5,PZ26tRNA_Das_5,0.8402237468760315,12,Others
Chen,1,4.16,48,4.717,43,0.882,11,1.0,1,1.0,1,0.823,16,5.32,44,23.249,51,0.662,12,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_1,PZ26tRNA_Chen_1,0.7940974678172301,41,Others
FARFAR2,8,2.522,13,2.948,18,0.855,46,1.0,1,0.894,14,0.793,46,1.33,20,15.736,12,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_8,PZ26tRNA_FARFAR2_8,0.8392087518272269,25,Others
Das,10,2.669,30,3.111,30,0.858,43,1.0,1,0.894,14,0.795,43,1.33,20,15.709,8,0.657,33,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_10,PZ26tRNA_Das_10,0.8397286273400293,19,Others
TFN,5,2.526,14,2.937,14,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,16.101,30,0.662,12,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_TFN_5,PZ26tRNA_TFN_5,0.8390283868533974,27,Others
TFN,3,2.481,6,2.884,9,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,15.752,17,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_TFN_3,PZ26tRNA_TFN_3,0.839457490451266,22,Others
Adamiak,3,2.483,8,2.745,2,0.905,4,1.0,1,0.775,46,0.875,1,6.65,46,18.584,32,0.732,1,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Adamiak_3,PZ26tRNA_Adamiak_3,0.8120797378224172,36,Others
Das,2,2.483,8,2.852,6,0.87,19,1.0,1,0.894,14,0.814,20,1.33,20,15.384,1,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_2,PZ26tRNA_Das_2,0.8382338378837176,30,Others
FARFAR2,1,2.483,8,2.852,6,0.87,19,1.0,1,0.894,14,0.814,20,1.33,20,15.384,1,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_1,PZ26tRNA_FARFAR2_1,0.8382338378837176,30,Others
TFN,10,2.505,11,2.93,12,0.855,46,1.0,1,0.894,14,0.793,46,1.77,36,15.776,19,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_TFN_10,PZ26tRNA_TFN_10,0.8411008157683784,8,Others
TFN,1,2.514,12,2.93,12,0.858,43,1.0,1,0.894,14,0.795,43,1.33,20,15.677,5,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_TFN_1,PZ26tRNA_TFN_1,0.8401789503465836,14,Others
TFN,7,2.482,7,2.893,10,0.858,43,1.0,1,0.894,14,0.795,43,0.89,13,15.954,22,0.661,14,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_TFN_7,PZ26tRNA_TFN_7,0.8385167633328617,29,Others
Adamiak,1,4.258,49,4.878,45,0.873,18,1.0,1,0.632,47,0.834,11,11.09,50,23.222,50,0.577,49,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Adamiak_1,PZ26tRNA_Adamiak_1,0.7331600414957326,49,Others
Das,3,2.811,32,3.211,32,0.876,16,1.0,1,0.894,14,0.821,17,0.89,13,15.935,20,0.651,40,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_3,PZ26tRNA_Das_3,0.8321698024237281,33,Others
Das,1,2.808,31,3.253,34,0.863,25,1.0,1,0.894,14,0.802,26,1.33,20,15.588,3,0.652,39,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Das_1,PZ26tRNA_Das_1,0.8334394303767624,32,Others
iFoldRNA,2,18.546,59,27.185,59,0.682,57,0.746,59,-1.0,51,0.688,50,120.84,58,24.332,59,0.257,59,0.0,1,0.001659,0,PZ26tRNA,PZ26tRNA_iFoldRNA_2,PZ26tRNA_iFoldRNA_2,0.4958940444192955,58,Others
iFoldRNA,1,14.164,58,20.197,58,0.701,50,0.894,52,-1.0,51,0.648,56,123.45,59,21.719,41,0.316,58,0.0,1,3.919e-08,0,PZ26tRNA,PZ26tRNA_iFoldRNA_1,PZ26tRNA_iFoldRNA_1,0.5371268920639412,57,Others
Ding,3,10.943,57,16.161,56,0.677,58,0.909,51,-1.0,51,0.612,58,17.29,57,24.27,58,0.374,56,0.0,1,4.028e-13,0,PZ26tRNA,PZ26tRNA_Ding_3,PZ26tRNA_Ding_3,0.5463596925543452,56,Others
Ding,2,10.346,56,16.46,57,0.629,59,0.834,58,-1.0,51,0.563,59,10.64,49,27.31,67,0.352,57,0.0,1,3.386e-14,0,PZ26tRNA,PZ26tRNA_Ding_2,PZ26tRNA_Ding_2,0.4626066864714481,59,Others
Ding,1,6.325,55,9.201,55,0.687,56,0.933,50,0.0,50,0.618,57,11.97,51,23.401,55,0.377,55,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Ding_1,PZ26tRNA_Ding_1,0.5711286367708776,55,Others
Chen,9,5.538,54,6.42,54,0.863,25,1.0,1,0.894,14,0.805,24,0.44,7,22.794,47,0.613,45,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_9,PZ26tRNA_Chen_9,0.7704413637006648,46,Others
Chen,3,5.458,53,6.204,53,0.88,12,0.978,47,1.0,1,0.83,12,0.44,7,21.875,43,0.656,36,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_3,PZ26tRNA_Chen_3,0.7985570802093648,39,Others
Chen,6,4.924,52,5.662,52,0.87,19,1.0,1,1.0,1,0.805,24,0.44,7,22.471,46,0.614,44,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_6,PZ26tRNA_Chen_6,0.7742820766727967,43,Others
Chen,10,4.433,51,4.999,46,0.887,9,1.0,1,1.0,1,0.83,12,0.44,7,23.133,49,0.616,43,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_10,PZ26tRNA_Chen_10,0.7723357853538926,45,Others
Adamiak,4,4.111,47,4.67,42,0.88,12,1.0,1,0.632,47,0.845,8,10.2,48,23.358,54,0.583,48,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Adamiak_4,PZ26tRNA_Adamiak_4,0.7384566416749186,48,Others
Adamiak,2,4.021,46,4.63,41,0.868,22,1.0,1,0.632,47,0.828,14,9.31,47,23.322,53,0.584,47,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Adamiak_2,PZ26tRNA_Adamiak_2,0.7404041118498609,47,Others
Bujnicki,5,4.322,50,4.717,43,0.916,1,1.0,1,1.0,1,0.874,2,0.0,1,19.607,36,0.655,37,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Bujnicki_5,PZ26tRNA_Bujnicki_5,0.8483048050172113,4,Others
Chen,4,2.844,34,3.206,31,0.887,9,0.978,47,1.0,1,0.841,9,0.44,7,21.792,42,0.67,4,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_4,PZ26tRNA_Chen_4,0.8072075258169472,37,Others
Chen,2,3.055,35,3.418,36,0.894,8,1.0,1,1.0,1,0.841,9,2.22,43,22.008,44,0.663,10,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_2,PZ26tRNA_Chen_2,0.7975479794407507,40,Others
Bujnicki,4,3.089,36,3.41,35,0.906,3,1.0,1,1.0,1,0.86,4,0.0,1,19.239,35,0.66,22,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Bujnicki_4,PZ26tRNA_Bujnicki_4,0.8499681708869713,3,Others
Bujnicki,3,3.28,37,3.6,37,0.911,2,1.0,1,1.0,1,0.867,3,0.0,1,18.468,31,0.681,2,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Bujnicki_3,PZ26tRNA_Bujnicki_3,0.8447965294478238,5,Others
Chen,5,3.535,38,3.941,38,0.897,7,0.978,47,1.0,1,0.856,5,6.22,45,22.407,45,0.666,6,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_5,PZ26tRNA_Chen_5,0.8023777526288489,38,Others
FARFAR2,10,2.811,32,3.211,32,0.876,16,1.0,1,0.894,14,0.821,17,0.89,13,15.935,20,0.651,40,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_FARFAR2_10,PZ26tRNA_FARFAR2_10,0.8321698024237281,33,Others
Xiao,2,3.633,39,5.257,47,0.691,51,0.86,53,-1.0,51,0.66,51,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Xiao_2,PZ26tRNA_Xiao_2,0.6375760362144575,50,Others
Xiao,3,3.633,39,5.257,47,0.691,51,0.86,53,-1.0,51,0.66,51,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Xiao_3,PZ26tRNA_Xiao_3,0.6375760362144575,50,Others
Xiao,4,3.633,39,5.257,47,0.691,51,0.86,53,-1.0,51,0.66,51,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Xiao_4,PZ26tRNA_Xiao_4,0.6375760362144575,50,Others
Xiao,5,3.633,39,5.257,47,0.691,51,0.86,53,-1.0,51,0.66,51,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Xiao_5,PZ26tRNA_Xiao_5,0.6375760362144575,50,Others
Chen,8,3.777,44,4.303,39,0.878,15,1.0,1,0.894,14,0.825,15,0.0,1,23.407,56,0.612,46,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_8,PZ26tRNA_Chen_8,0.7762319045598152,42,Others
Chen,7,3.987,45,4.532,40,0.88,12,1.0,1,1.0,1,0.818,19,0.44,7,23.05,48,0.618,42,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Chen_7,PZ26tRNA_Chen_7,0.7738435422266233,44,Others
Xiao,1,3.633,39,5.257,47,0.691,51,0.86,53,-1.0,51,0.66,51,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,PZ26tRNA_Xiao_1,PZ26tRNA_Xiao_1,0.6375760362144575,50,Others
Adamiak,2,19.126,45,24.325,44,0.786,29,0.943,6,0.6,33,0.726,30,10.37,49,29.522,61,0.152,48,0.0,1,0.0,0,PZ27,PZ27_Adamiak_2,PZ27_Adamiak_2,0.5853611247696373,46,Others
Adamiak,1,19.064,44,24.556,45,0.776,32,0.95,1,0.387,40,0.718,32,10.64,50,29.53,62,0.182,9,0.0,1,0.0,0,PZ27,PZ27_Adamiak_1,PZ27_Adamiak_1,0.5793343833741756,47,Others
Chen,6,17.044,43,21.572,40,0.79,28,0.936,8,0.639,30,0.737,26,3.36,6,28.68,49,0.17,17,0.0,1,0.0,0,PZ27,PZ27_Chen_6,PZ27_Chen_6,0.6204931860611076,40,Others
Bujnicki,3,15.933,39,22.338,42,0.713,36,0.785,40,0.559,36,0.695,35,2.96,5,27.728,39,0.196,2,0.0,1,0.0,0,PZ27,PZ27_Bujnicki_3,PZ27_Bujnicki_3,0.616063825959728,43,Others
Chen,7,16.066,40,20.594,39,0.78,30,0.943,6,0.639,30,0.718,32,3.5,7,28.403,44,0.177,10,0.0,1,0.0,0,PZ27,PZ27_Chen_7,PZ27_Chen_7,0.6244001908196049,38,Others
Chen,10,15.654,38,19.348,36,0.809,1,0.945,2,0.7,24,0.757,2,7.27,34,28.517,46,0.15,49,0.0,1,0.0,0,PZ27,PZ27_Chen_10,PZ27_Chen_10,0.6275812948815839,37,Others
Bujnicki,1,15.648,37,21.937,41,0.713,36,0.798,37,0.559,36,0.692,36,2.02,3,27.113,35,0.19,4,0.0,1,0.0,0,PZ27,PZ27_Bujnicki_1,PZ27_Bujnicki_1,0.6281702771814666,36,Others
Chen,5,15.283,36,19.659,38,0.777,31,0.913,25,0.667,25,0.729,29,4.85,11,29.084,53,0.189,5,0.0,1,0.0,0,PZ27,PZ27_Chen_5,PZ27_Chen_5,0.6282658868647619,35,Others
Bujnicki,4,23.414,46,33.015,46,0.709,40,0.804,36,0.527,39,0.685,40,0.81,1,28.048,41,0.176,11,0.0,1,0.0,0,PZ27,PZ27_Bujnicki_4,PZ27_Bujnicki_4,0.6099691250681261,45,Others
Bujnicki,2,16.403,41,23.04,43,0.712,38,0.791,39,0.632,32,0.687,38,1.08,2,26.88,34,0.184,6,0.0,1,0.0,0,PZ27,PZ27_Bujnicki_2,PZ27_Bujnicki_2,0.62894714750009,34,Others
Bujnicki,5,23.548,47,33.076,47,0.712,38,0.795,38,0.559,36,0.691,37,3.77,8,28.097,42,0.198,1,0.0,1,0.0,0,PZ27,PZ27_Bujnicki_5,PZ27_Bujnicki_5,0.614923505590668,44,Others
Xiao,4,30.295,49,48.742,49,0.622,41,0.711,41,-1.0,46,0.608,41,16.97,52,29.272,55,0.176,11,0.0,1,0.0,0,PZ27,PZ27_Xiao_4,PZ27_Xiao_4,0.4493405263796111,48,Others
Xiao,1,41.009,50,93.454,50,0.439,48,0.302,48,0.0,42,0.508,48,6.46,21,30.473,66,0.176,11,0.0,1,0.0006522,0,PZ27,PZ27_Xiao_1,PZ27_Xiao_1,0.3286861030825628,56,Others
Xiao,2,43.031,51,98.062,51,0.439,48,0.302,48,0.0,42,0.508,48,8.75,47,30.472,65,0.176,11,0.0,1,0.01823,0,PZ27,PZ27_Xiao_2,PZ27_Xiao_2,0.3287903742702682,55,Others
Xiao,3,45.206,52,103.017,52,0.439,48,0.302,48,0.0,42,0.508,48,6.06,15,30.473,66,0.176,11,0.0,1,0.1885,0,PZ27,PZ27_Xiao_3,PZ27_Xiao_3,0.3286241400125525,57,Others
TFN,8,15.177,35,19.059,35,0.796,16,0.929,9,0.843,1,0.739,22,7.54,39,23.617,6,0.159,36,0.0,1,0.0,0,PZ27,PZ27_TFN_8,PZ27_TFN_8,0.6736488386255125,15,Others
iFoldRNA,3,53.252,53,111.381,53,0.478,47,0.383,47,0.316,41,0.531,44,135.67,55,27.331,37,0.144,54,0.0,1,0.9998,0,PZ27,PZ27_iFoldRNA_3,PZ27_iFoldRNA_3,0.3459191655106889,52,Others
iFoldRNA,2,57.452,54,118.556,54,0.485,45,0.417,45,-1.0,46,0.53,46,149.69,56,28.466,45,0.14,56,0.0,1,1.0,0,PZ27,PZ27_iFoldRNA_2,PZ27_iFoldRNA_2,0.341184653946248,53,Others
iFoldRNA,5,59.809,55,123.5,55,0.484,46,0.435,43,0.0,42,0.524,47,118.41,53,29.004,52,0.145,52,0.0,1,1.0,0,PZ27,PZ27_iFoldRNA_5,PZ27_iFoldRNA_5,0.3536525564097131,50,Others
iFoldRNA,1,68.338,56,132.911,56,0.514,43,0.4,46,-1.0,46,0.582,43,122.39,54,25.682,31,0.135,57,0.0,1,1.0,0,PZ27,PZ27_iFoldRNA_1,PZ27_iFoldRNA_1,0.346390218096681,51,Others
iFoldRNA,4,72.581,57,148.106,57,0.49,44,0.434,44,-1.0,46,0.531,44,158.53,57,28.65,47,0.161,25,0.0,1,1.0,0,PZ27,PZ27_iFoldRNA_4,PZ27_iFoldRNA_4,0.3407689017345662,54,Others
Xiao,5,27.203,48,43.768,48,0.622,41,0.711,41,-1.0,46,0.608,41,14.68,51,29.272,55,0.176,11,0.0,1,0.0,0,PZ27,PZ27_Xiao_5,PZ27_Xiao_5,0.4476202183498635,49,Others
FARFAR2,5,14.745,33,18.384,32,0.802,4,0.91,26,0.8,8,0.757,2,6.87,25,24.189,24,0.17,17,0.0,1,0.0,0,PZ27,PZ27_FARFAR2_5,PZ27_FARFAR2_5,0.6591035076427783,28,Others
FARFAR2,10,16.598,42,16.598,28,-1.0,51,-1.0,51,-1.0,46,-1.0,51,6.19,16,23.677,12,0.16,27,0.0,1,0.0,0,PZ27,PZ27_FARFAR2_10,PZ27_FARFAR2_10,0.6601135723109027,27,Others
Chen,8,14.74,32,18.569,34,0.794,22,0.944,3,0.667,25,0.737,26,4.04,9,29.262,54,0.146,51,0.0,1,0.0,0,PZ27,PZ27_Chen_8,PZ27_Chen_8,0.6214256303243267,39,Others
Chen,2,11.701,14,15.167,20,0.772,33,0.929,9,0.572,34,0.719,31,5.66,14,30.021,64,0.184,6,0.0,1,0.0,0,PZ27,PZ27_Chen_2,PZ27_Chen_2,0.633265240583279,32,Others
Chen,9,11.691,13,14.458,15,0.809,1,0.944,3,0.667,25,0.759,1,4.17,10,28.668,48,0.156,46,0.0,1,0.0,0,PZ27,PZ27_Chen_9,PZ27_Chen_9,0.6329204460808026,33,Others
TFN,9,11.632,12,14.656,17,0.794,22,0.922,13,0.763,23,0.743,19,6.87,25,23.828,16,0.161,25,0.0,1,0.0,0,PZ27,PZ27_TFN_9,PZ27_TFN_9,0.6749250779868532,12,Others
TFN,4,11.629,11,14.556,16,0.799,12,0.922,13,0.8,8,0.747,13,7.54,39,25.149,30,0.149,50,0.0,1,0.0,0,PZ27,PZ27_TFN_4,PZ27_TFN_4,0.6681421206294382,23,Others
TFN,3,11.32,10,14.143,14,0.8,9,0.929,9,0.8,8,0.747,13,8.08,46,24.38,26,0.16,27,0.0,1,0.0,0,PZ27,PZ27_TFN_3,PZ27_TFN_3,0.6695036424957392,22,Others
TFN,10,10.94,9,13.683,13,0.8,9,0.916,22,0.8,8,0.751,8,8.75,47,23.813,13,0.154,47,0.0,1,0.0,0,PZ27,PZ27_TFN_10,PZ27_TFN_10,0.6750533348790787,11,Others
Chen,4,11.71,15,14.796,18,0.791,27,0.944,3,0.667,25,0.735,28,4.85,11,29.497,60,0.184,6,0.0,1,0.0,0,PZ27,PZ27_Chen_4,PZ27_Chen_4,0.6354965773732189,31,Others
FARFAR2,1,10.838,7,13.625,12,0.795,18,0.91,26,0.8,8,0.747,13,6.19,16,24.052,22,0.158,41,0.0,1,0.0,0,PZ27,PZ27_FARFAR2_1,PZ27_FARFAR2_1,0.6760717279168282,9,Others
Das,4,14.745,33,18.384,32,0.802,4,0.91,26,0.8,8,0.757,2,6.87,25,24.189,24,0.17,17,0.0,1,0.0,0,PZ27,PZ27_Das_4,PZ27_Das_4,0.6591035076427783,28,Others
Das,8,10.838,7,10.838,2,-1.0,51,-1.0,51,-1.0,46,-1.0,51,6.19,16,24.052,22,0.158,41,0.0,1,0.0,0,PZ27,PZ27_Das_8,PZ27_Das_8,0.6760717279168282,9,Others
Das,6,11.807,16,11.807,3,-1.0,51,-1.0,51,-1.0,46,-1.0,51,6.19,16,23.829,17,0.159,36,0.0,1,0.0,0,PZ27,PZ27_Das_6,PZ27_Das_6,0.6732594040618458,16,Others
Das,9,11.83,18,14.796,18,0.8,9,0.91,26,0.843,1,0.751,8,6.87,25,23.632,7,0.164,20,0.0,1,0.0,0,PZ27,PZ27_Das_9,PZ27_Das_9,0.6661742934544345,25,Others
FARFAR2,9,11.807,16,11.807,3,-1.0,51,-1.0,51,-1.0,46,-1.0,51,6.19,16,23.829,17,0.159,36,0.0,1,0.0,0,PZ27,PZ27_FARFAR2_9,PZ27_FARFAR2_9,0.6732594040618458,16,Others
Chen,1,14.581,31,19.613,37,0.743,35,0.897,35,0.667,25,0.686,39,4.85,11,28.841,50,0.144,54,0.0,1,0.0,0,PZ27,PZ27_Chen_1,PZ27_Chen_1,0.6186969233003796,41,Others
TFN,5,13.771,30,17.35,30,0.794,22,0.916,22,0.843,1,0.739,22,6.6,22,25.136,29,0.159,36,0.0,1,0.0,0,PZ27,PZ27_TFN_5,PZ27_TFN_5,0.6602268381378033,26,Others
Chen,3,13.622,29,17.95,31,0.759,34,0.904,32,0.572,34,0.71,34,2.29,4,28.02,40,0.194,3,0.0,1,0.0,0,PZ27,PZ27_Chen_3,PZ27_Chen_3,0.6180479767391968,42,Others
TFN,7,13.409,28,16.709,29,0.802,4,0.929,9,0.8,8,0.751,8,7.54,39,23.675,11,0.157,43,0.0,1,0.0,0,PZ27,PZ27_TFN_7,PZ27_TFN_7,0.6718145984992944,20,Others
Das,10,13.209,27,16.597,27,0.796,16,0.922,13,0.8,8,0.743,19,7.0,31,23.643,8,0.145,52,0.0,1,0.0,0,PZ27,PZ27_Das_10,PZ27_Das_10,0.667879610418857,24,Others
TFN,1,13.051,26,16.222,26,0.804,3,0.922,13,0.843,1,0.753,7,7.81,43,23.886,19,0.16,27,0.0,1,0.0,0,PZ27,PZ27_TFN_1,PZ27_TFN_1,0.6701542547308471,21,Others
TFN,6,12.5,25,15.779,25,0.792,26,0.916,22,0.8,8,0.739,22,7.54,39,24.812,28,0.16,27,0.0,1,0.0,0,PZ27,PZ27_TFN_6,PZ27_TFN_6,0.6582570121540895,30,Others
FARFAR2,3,12.257,23,15.274,21,0.802,4,0.91,26,0.843,1,0.755,5,6.73,23,24.033,20,0.163,23,0.0,1,0.0,0,PZ27,PZ27_FARFAR2_3,PZ27_FARFAR2_3,0.67194818554808,18,Others
Das,1,12.257,23,15.274,21,0.802,4,0.91,26,0.843,1,0.755,5,6.73,23,24.033,20,0.163,23,0.0,1,0.0,0,PZ27,PZ27_Das_1,PZ27_Das_1,0.67194818554808,18,Others
FARFAR2,4,12.16,21,15.286,23,0.795,18,0.904,32,0.8,8,0.749,11,6.87,25,23.533,4,0.164,20,0.0,1,0.0,0,PZ27,PZ27_FARFAR2_4,PZ27_FARFAR2_4,0.6745289807274865,13,Others
Das,3,12.16,21,15.286,23,0.795,18,0.904,32,0.8,8,0.749,11,6.87,25,23.533,4,0.164,20,0.0,1,0.0,0,PZ27,PZ27_Das_3,PZ27_Das_3,0.6745289807274865,13,Others
FARFAR2,7,12.122,19,12.122,6,-1.0,51,-1.0,51,-1.0,46,-1.0,51,7.27,34,23.668,9,0.16,27,0.0,1,0.0,0,PZ27,PZ27_FARFAR2_7,PZ27_FARFAR2_7,0.6790306310772113,7,Others
Das,7,12.122,19,12.122,6,-1.0,51,-1.0,51,-1.0,46,-1.0,51,7.27,34,23.668,9,0.16,27,0.0,1,0.0,0,PZ27,PZ27_Das_7,PZ27_Das_7,0.6790306310772113,7,Others
Adamiak,2,20.254,46,26.675,41,0.759,29,0.953,1,0.668,32,0.682,34,10.76,46,29.724,61,0.362,45,0.0,1,0.0,0,PZ27tBox,PZ27tBox_Adamiak_2,PZ27tBox_Adamiak_2,0.6041448967945193,45,Others
Adamiak,1,20.242,45,27.1,42,0.747,34,0.94,2,0.378,46,0.685,33,9.96,39,31.811,64,0.359,47,0.0,1,0.0,0,PZ27tBox,PZ27tBox_Adamiak_1,PZ27tBox_Adamiak_1,0.5885142371706507,47,Others
Chen,6,19.518,44,26.434,40,0.738,37,0.916,6,0.571,39,0.677,36,2.79,6,27.053,42,0.433,38,0.0,1,0.0,0,PZ27tBox,PZ27tBox_Chen_6,PZ27tBox_Chen_6,0.6089853002874275,42,Others
